review_id,rating,review_text,review_date,reviewer_name,branch_name,category,sentiment_manual
831,3,One of the best cafés in Kochi. Highly recommended!,2/3/2024,Sandeep,"Kashi Art Café, Fort Kochi",,
832,5,Small portions. Price doesn’t match quality.,11/5/2024,Nikhil,"Bloomsbury's, Kakkanad",,
833,3,Amazing place to chill. Strong coffee and good music.,1/24/2024,Alina,"ChaiCofi, Kochi",,
834,4,Crowded but food quality is really good.,2/23/2024,Merin,"French Toast, Panampilly",,
835,5,Crowded but food quality is really good.,8/16/2024,Deepa,"ChaiCofi, Kochi",,
836,4,Great food and lovely ambience. Service was quick.,1/14/2025,Ritu,"French Toast, Panampilly",,
837,2,Crowded but food quality is really good.,1/2/2025,Joel,"ChaiCofi, Kochi",,
838,2,Perfect spot for brunch. Peaceful and aesthetic.,3/23/2025,Adarsh,"ChaiCofi, Kochi",,
839,4,Amazing place to chill. Strong coffee and good music.,1/31/2025,Joel,"ChaiCofi, Kochi",,
840,3,Perfect spot for brunch. Peaceful and aesthetic.,4/24/2024,Alina,"Kashi Art Café, Fort Kochi",,
841,5,Amazing place to chill. Strong coffee and good music.,4/4/2024,Saniya,"Bloomsbury's, Kakkanad",,
842,2,Loved the desserts here! Coffee was perfect.,8/18/2024,Sandeep,"ChaiCofi, Kochi",,
843,4,Amazing place to chill. Strong coffee and good music.,11/9/2024,Ramesh,"French Toast, Panampilly",,
844,2,Service was slow and the food was cold when served.,1/19/2024,Arjun,"ChaiCofi, Kochi",,
845,2,One of the best cafés in Kochi. Highly recommended!,5/2/2024,Naveen,"Bloomsbury's, Kakkanad",,
846,2,Very average experience. Overpriced for the portion size.,4/18/2024,Fathima,"French Toast, Panampilly",,
847,1,Great food and lovely ambience. Service was quick.,7/1/2024,Anu,"French Toast, Panampilly",,
848,4,Perfect spot for brunch. Peaceful and aesthetic.,2/10/2025,Kiran,"French Toast, Panampilly",,
849,1,Service was slow and the food was cold when served.,1/13/2024,Sneha,"French Toast, Panampilly",,
850,2,Amazing place to chill. Strong coffee and good music.,3/20/2024,Joseph,"ChaiCofi, Kochi",,
851,4,Crowded but food quality is really good.,8/27/2024,Kiran,"Bloomsbury's, Kakkanad",,
852,1,Small portions. Price doesn’t match quality.,2/22/2025,Fathima,"French Toast, Panampilly",,
853,3,Not worth the hype. Staff seemed uninterested.,2/14/2025,Nikhil,"French Toast, Panampilly",,
854,5,Great food and lovely ambience. Service was quick.,7/25/2024,Joel,"Kashi Art Café, Fort Kochi",,
855,2,Small portions. Price doesn’t match quality.,6/25/2024,Alina,"ChaiCofi, Kochi",,
856,2,Small portions. Price doesn’t match quality.,8/31/2024,Kiran,"Kashi Art Café, Fort Kochi",,
857,3,Very average experience. Overpriced for the portion size.,9/4/2024,Saniya,"Bloomsbury's, Kakkanad",,
858,4,Very average experience. Overpriced for the portion size.,9/7/2024,Vishnu,"ChaiCofi, Kochi",,
859,3,Amazing place to chill. Strong coffee and good music.,9/7/2024,Saniya,"French Toast, Panampilly",,
860,3,Very average experience. Overpriced for the portion size.,1/26/2025,Priya,"French Toast, Panampilly",,
861,1,Small portions. Price doesn’t match quality.,6/23/2024,Joseph,"Bloomsbury's, Kakkanad",,
862,4,Service was slow and the food was cold when served.,3/14/2025,Tina,"Kashi Art Café, Fort Kochi",,
863,5,Perfect spot for brunch. Peaceful and aesthetic.,3/7/2025,Joel,"Bloomsbury's, Kakkanad",,
864,3,One of the best cafés in Kochi. Highly recommended!,11/29/2024,Nikhil,"Bloomsbury's, Kakkanad",,
865,5,Crowded but food quality is really good.,11/23/2024,Alina,"Bloomsbury's, Kakkanad",,
866,5,Crowded but food quality is really good.,1/24/2025,Anu,"French Toast, Panampilly",,
867,4,Service was slow and the food was cold when served.,10/30/2024,Joel,"ChaiCofi, Kochi",,
868,4,Crowded but food quality is really good.,5/29/2024,Priya,"French Toast, Panampilly",,
869,2,Small portions. Price doesn’t match quality.,12/26/2024,Ritu,"Kashi Art Café, Fort Kochi",,
870,2,Small portions. Price doesn’t match quality.,2/26/2024,Gokul,"French Toast, Panampilly",,
871,3,Not worth the hype. Staff seemed uninterested.,3/19/2025,Naveen,"Kashi Art Café, Fort Kochi",,
872,2,One of the best cafés in Kochi. Highly recommended!,11/1/2024,Vishnu,"Bloomsbury's, Kakkanad",,
873,5,One of the best cafés in Kochi. Highly recommended!,7/15/2024,Manu,"ChaiCofi, Kochi",,
874,4,Small portions. Price doesn’t match quality.,1/23/2025,Merin,"ChaiCofi, Kochi",,
875,2,Small portions. Price doesn’t match quality.,1/8/2024,Adarsh,"ChaiCofi, Kochi",,
876,1,Perfect spot for brunch. Peaceful and aesthetic.,5/13/2024,Ramesh,"Bloomsbury's, Kakkanad",,
877,5,Not worth the hype. Staff seemed uninterested.,8/18/2024,Priya,"Kashi Art Café, Fort Kochi",,
878,1,Very average experience. Overpriced for the portion size.,3/6/2025,Adarsh,"French Toast, Panampilly",,
879,5,Crowded but food quality is really good.,3/8/2024,Joseph,"Kashi Art Café, Fort Kochi",,
880,2,Not worth the hype. Staff seemed uninterested.,9/2/2024,Adarsh,"French Toast, Panampilly",,
881,5,Perfect spot for brunch. Peaceful and aesthetic.,3/14/2025,Harish,"Bloomsbury's, Kakkanad",,
882,5,Great food and lovely ambience. Service was quick.,8/31/2024,Alina,"Bloomsbury's, Kakkanad",,
883,2,Crowded but food quality is really good.,11/11/2024,Gokul,"Bloomsbury's, Kakkanad",,
884,4,One of the best cafés in Kochi. Highly recommended!,1/17/2025,Anu,"Kashi Art Café, Fort Kochi",,
885,1,Small portions. Price doesn’t match quality.,1/18/2025,Ritu,"ChaiCofi, Kochi",,
886,5,Great food and lovely ambience. Service was quick.,11/20/2024,Adarsh,"French Toast, Panampilly",,
887,4,Amazing place to chill. Strong coffee and good music.,3/10/2025,Tina,"French Toast, Panampilly",,
888,1,Service was slow and the food was cold when served.,3/19/2024,Gokul,"French Toast, Panampilly",,
889,1,Crowded but food quality is really good.,11/20/2024,Vishnu,"French Toast, Panampilly",,
890,5,Crowded but food quality is really good.,1/28/2025,Anjana,"French Toast, Panampilly",,
891,4,Great food and lovely ambience. Service was quick.,5/4/2024,Kiran,"Kashi Art Café, Fort Kochi",,
892,1,Service was slow and the food was cold when served.,8/16/2024,Harish,"ChaiCofi, Kochi",,
893,1,Perfect spot for brunch. Peaceful and aesthetic.,10/6/2024,Joel,"Bloomsbury's, Kakkanad",,
894,4,Great food and lovely ambience. Service was quick.,8/16/2024,Arjun,"ChaiCofi, Kochi",,
895,1,Loved the desserts here! Coffee was perfect.,6/28/2024,Gokul,"ChaiCofi, Kochi",,
896,5,Very average experience. Overpriced for the portion size.,1/24/2025,Sneha,"ChaiCofi, Kochi",,
897,4,Great food and lovely ambience. Service was quick.,1/19/2024,Joel,"Bloomsbury's, Kakkanad",,
898,1,Crowded but food quality is really good.,3/12/2025,Rahul,"Kashi Art Café, Fort Kochi",,
899,4,Crowded but food quality is really good.,7/19/2024,Anjana,"Bloomsbury's, Kakkanad",,
900,1,One of the best cafés in Kochi. Highly recommended!,11/4/2024,Nikhil,"French Toast, Panampilly",,
901,5,Not worth the hype. Staff seemed uninterested.,8/14/2024,Lekshmi,"Kashi Art Café, Fort Kochi",,
902,2,Amazing place to chill. Strong coffee and good music.,9/27/2024,Saniya,"French Toast, Panampilly",,
903,1,Crowded but food quality is really good.,11/28/2024,Akshay,"Bloomsbury's, Kakkanad",,
904,5,Perfect spot for brunch. Peaceful and aesthetic.,1/30/2024,Gayathri,"ChaiCofi, Kochi",,
905,3,Not worth the hype. Staff seemed uninterested.,1/22/2025,Nikhil,"French Toast, Panampilly",,
906,2,One of the best cafés in Kochi. Highly recommended!,3/22/2024,Kiran,"Bloomsbury's, Kakkanad",,
907,1,Service was slow and the food was cold when served.,3/20/2025,Manu,"ChaiCofi, Kochi",,
908,3,Perfect spot for brunch. Peaceful and aesthetic.,9/24/2024,Merin,"French Toast, Panampilly",,
909,2,Not worth the hype. Staff seemed uninterested.,1/26/2024,Adarsh,"Bloomsbury's, Kakkanad",,
910,3,Not worth the hype. Staff seemed uninterested.,6/30/2024,Kiran,"Kashi Art Café, Fort Kochi",,
911,4,Crowded but food quality is really good.,1/23/2025,Arjun,"Bloomsbury's, Kakkanad",,
912,5,Loved the desserts here! Coffee was perfect.,5/12/2024,Gokul,"ChaiCofi, Kochi",,
913,2,Perfect spot for brunch. Peaceful and aesthetic.,12/7/2024,Vishnu,"Bloomsbury's, Kakkanad",,
914,3,Service was slow and the food was cold when served.,5/8/2024,Joseph,"Kashi Art Café, Fort Kochi",,
915,3,Very average experience. Overpriced for the portion size.,5/14/2024,Alina,"French Toast, Panampilly",,
916,1,Service was slow and the food was cold when served.,11/27/2024,Manu,"ChaiCofi, Kochi",,
917,3,Loved the desserts here! Coffee was perfect.,3/4/2025,Joel,"Bloomsbury's, Kakkanad",,
918,4,Perfect spot for brunch. Peaceful and aesthetic.,8/2/2024,Gokul,"Kashi Art Café, Fort Kochi",,
919,3,Very average experience. Overpriced for the portion size.,5/19/2024,Deepa,"Kashi Art Café, Fort Kochi",,
920,4,Loved the desserts here! Coffee was perfect.,4/21/2024,Sandeep,"French Toast, Panampilly",,
921,4,One of the best cafés in Kochi. Highly recommended!,10/20/2024,Gayathri,"Bloomsbury's, Kakkanad",,
922,5,Small portions. Price doesn’t match quality.,3/11/2024,Nikhil,"French Toast, Panampilly",,
923,4,Not worth the hype. Staff seemed uninterested.,10/23/2024,Lekshmi,"Kashi Art Café, Fort Kochi",,
924,3,Service was slow and the food was cold when served.,2/17/2024,Manu,"French Toast, Panampilly",,
925,5,Perfect spot for brunch. Peaceful and aesthetic.,1/7/2024,Naveen,"Kashi Art Café, Fort Kochi",,
926,4,Very average experience. Overpriced for the portion size.,2/25/2024,Ritu,"Bloomsbury's, Kakkanad",,
927,3,Very average experience. Overpriced for the portion size.,4/12/2024,Priya,"French Toast, Panampilly",,
928,4,Loved the desserts here! Coffee was perfect.,4/7/2024,Vishnu,"Kashi Art Café, Fort Kochi",,
929,4,Great food and lovely ambience. Service was quick.,6/15/2024,Gokul,"Bloomsbury's, Kakkanad",,
930,2,Service was slow and the food was cold when served.,1/4/2024,Ramesh,"French Toast, Panampilly",,
931,3,Amazing place to chill. Strong coffee and good music.,2/4/2025,Merin,"Kashi Art Café, Fort Kochi",,
932,4,Service was slow and the food was cold when served.,2/12/2024,Alina,"ChaiCofi, Kochi",,
933,2,Very average experience. Overpriced for the portion size.,4/23/2024,Nikhil,"Bloomsbury's, Kakkanad",,
934,5,Amazing place to chill. Strong coffee and good music.,2/14/2024,Rahul,"ChaiCofi, Kochi",,
935,2,Crowded but food quality is really good.,9/24/2024,Priya,"Bloomsbury's, Kakkanad",,
936,3,Very average experience. Overpriced for the portion size.,2/27/2024,Sneha,"French Toast, Panampilly",,
937,3,Not worth the hype. Staff seemed uninterested.,2/24/2025,Merin,"French Toast, Panampilly",,
938,3,Not worth the hype. Staff seemed uninterested.,2/23/2025,Merin,"French Toast, Panampilly",,
939,4,Service was slow and the food was cold when served.,1/12/2025,Merin,"ChaiCofi, Kochi",,
940,1,Amazing place to chill. Strong coffee and good music.,6/3/2024,Gayathri,"Bloomsbury's, Kakkanad",,
941,5,Perfect spot for brunch. Peaceful and aesthetic.,9/9/2024,Rahul,"Kashi Art Café, Fort Kochi",,
942,1,Service was slow and the food was cold when served.,8/29/2024,Sandeep,"Kashi Art Café, Fort Kochi",,
943,2,Great food and lovely ambience. Service was quick.,6/8/2024,Ramesh,"ChaiCofi, Kochi",,
944,2,Not worth the hype. Staff seemed uninterested.,2/4/2025,Akshay,"Kashi Art Café, Fort Kochi",,
945,3,Amazing place to chill. Strong coffee and good music.,8/4/2024,Akshay,"ChaiCofi, Kochi",,
946,3,Amazing place to chill. Strong coffee and good music.,10/4/2024,Nikhil,"Kashi Art Café, Fort Kochi",,
947,5,Small portions. Price doesn’t match quality.,3/13/2024,Gokul,"ChaiCofi, Kochi",,
948,4,One of the best cafés in Kochi. Highly recommended!,9/11/2024,Naveen,"Kashi Art Café, Fort Kochi",,
949,2,Very average experience. Overpriced for the portion size.,12/20/2024,Anu,"Kashi Art Café, Fort Kochi",,
950,1,Perfect spot for brunch. Peaceful and aesthetic.,8/13/2024,Adarsh,"Bloomsbury's, Kakkanad",,
951,3,Loved the desserts here! Coffee was perfect.,9/22/2024,Harish,"ChaiCofi, Kochi",,
952,5,Crowded but food quality is really good.,2/7/2024,Alina,"French Toast, Panampilly",,
953,5,Amazing place to chill. Strong coffee and good music.,8/24/2024,Sandeep,"ChaiCofi, Kochi",,
954,2,Small portions. Price doesn’t match quality.,2/16/2025,Lekshmi,"Bloomsbury's, Kakkanad",,
955,5,Perfect spot for brunch. Peaceful and aesthetic.,8/30/2024,Adarsh,"ChaiCofi, Kochi",,
956,2,Perfect spot for brunch. Peaceful and aesthetic.,6/21/2024,Manu,"Kashi Art Café, Fort Kochi",,
957,4,Service was slow and the food was cold when served.,4/9/2024,Ramesh,"ChaiCofi, Kochi",,
958,1,Loved the desserts here! Coffee was perfect.,2/15/2025,Tina,"French Toast, Panampilly",,
959,3,Perfect spot for brunch. Peaceful and aesthetic.,12/21/2024,Mariya,"French Toast, Panampilly",,
960,1,Crowded but food quality is really good.,11/26/2024,Mariya,"Kashi Art Café, Fort Kochi",,
961,4,Small portions. Price doesn’t match quality.,1/2/2024,Merin,"ChaiCofi, Kochi",,
962,4,Crowded but food quality is really good.,5/19/2024,Naveen,"Bloomsbury's, Kakkanad",,
963,1,One of the best cafés in Kochi. Highly recommended!,10/3/2024,Priya,"Kashi Art Café, Fort Kochi",,
964,2,Not worth the hype. Staff seemed uninterested.,3/15/2024,Joseph,"Bloomsbury's, Kakkanad",,
965,3,Not worth the hype. Staff seemed uninterested.,1/13/2025,Tina,"Bloomsbury's, Kakkanad",,
966,2,Service was slow and the food was cold when served.,3/4/2025,Kiran,"ChaiCofi, Kochi",,
967,4,Great food and lovely ambience. Service was quick.,3/7/2024,Lekshmi,"French Toast, Panampilly",,
968,1,Small portions. Price doesn’t match quality.,4/1/2024,Rohit,"Kashi Art Café, Fort Kochi",,
969,4,Great food and lovely ambience. Service was quick.,1/6/2025,Akshay,"Kashi Art Café, Fort Kochi",,
970,2,Not worth the hype. Staff seemed uninterested.,2/23/2025,Adarsh,"Kashi Art Café, Fort Kochi",,
971,2,Perfect spot for brunch. Peaceful and aesthetic.,8/15/2024,Naveen,"Bloomsbury's, Kakkanad",,
972,4,Crowded but food quality is really good.,3/18/2025,Rahul,"Kashi Art Café, Fort Kochi",,
973,5,Great food and lovely ambience. Service was quick.,4/28/2024,Fathima,"ChaiCofi, Kochi",,
974,3,Not worth the hype. Staff seemed uninterested.,3/22/2025,Ramesh,"French Toast, Panampilly",,
975,1,Crowded but food quality is really good.,11/17/2024,Naveen,"ChaiCofi, Kochi",,
976,2,Not worth the hype. Staff seemed uninterested.,4/11/2024,Vishnu,"ChaiCofi, Kochi",,
977,3,Small portions. Price doesn’t match quality.,10/20/2024,Vishnu,"ChaiCofi, Kochi",,
978,3,Perfect spot for brunch. Peaceful and aesthetic.,12/17/2024,Merin,"ChaiCofi, Kochi",,
979,5,Very average experience. Overpriced for the portion size.,9/9/2024,Lekshmi,"Bloomsbury's, Kakkanad",,
980,5,Small portions. Price doesn’t match quality.,5/30/2024,Rohit,"ChaiCofi, Kochi",,
981,4,Perfect spot for brunch. Peaceful and aesthetic.,1/22/2024,Sneha,"Kashi Art Café, Fort Kochi",,
982,3,Loved the desserts here! Coffee was perfect.,6/20/2024,Rahul,"ChaiCofi, Kochi",,
983,5,Very average experience. Overpriced for the portion size.,3/24/2024,Joel,"ChaiCofi, Kochi",,
984,4,Perfect spot for brunch. Peaceful and aesthetic.,2/24/2025,Mariya,"Kashi Art Café, Fort Kochi",,
985,3,Perfect spot for brunch. Peaceful and aesthetic.,1/27/2025,Sandeep,"Bloomsbury's, Kakkanad",,
986,1,Amazing place to chill. Strong coffee and good music.,8/6/2024,Naveen,"Kashi Art Café, Fort Kochi",,
987,2,Great food and lovely ambience. Service was quick.,7/22/2024,Alina,"Bloomsbury's, Kakkanad",,
988,3,Perfect spot for brunch. Peaceful and aesthetic.,1/25/2025,Manu,"French Toast, Panampilly",,
989,5,Service was slow and the food was cold when served.,9/12/2024,Nikhil,"Kashi Art Café, Fort Kochi",,
990,1,Amazing place to chill. Strong coffee and good music.,2/9/2024,Anjana,"ChaiCofi, Kochi",,
991,3,Crowded but food quality is really good.,6/10/2024,Kiran,"Kashi Art Café, Fort Kochi",,
992,2,Small portions. Price doesn’t match quality.,6/11/2024,Joseph,"Bloomsbury's, Kakkanad",,
993,1,Small portions. Price doesn’t match quality.,12/21/2024,Ritu,"Bloomsbury's, Kakkanad",,
994,4,Loved the desserts here! Coffee was perfect.,7/1/2024,Gayathri,"Kashi Art Café, Fort Kochi",,
995,4,Crowded but food quality is really good.,1/21/2024,Joseph,"Kashi Art Café, Fort Kochi",,
996,1,Great food and lovely ambience. Service was quick.,10/5/2024,Adarsh,"Kashi Art Café, Fort Kochi",,
997,5,Amazing place to chill. Strong coffee and good music.,2/6/2024,Priya,"ChaiCofi, Kochi",,
998,3,Small portions. Price doesn’t match quality.,1/25/2024,Adarsh,"Bloomsbury's, Kakkanad",,
999,5,Crowded but food quality is really good.,3/15/2025,Gokul,"Bloomsbury's, Kakkanad",,
1000,3,Service was slow and the food was cold when served.,2/16/2024,Sandeep,"ChaiCofi, Kochi",,
1001,2,Loved the desserts here! Coffee was perfect.,5/7/2024,Adarsh,"Bloomsbury's, Kakkanad",,
1002,3,One of the best cafés in Kochi. Highly recommended!,11/3/2024,Sneha,"ChaiCofi, Kochi",,
1003,4,One of the best cafés in Kochi. Highly recommended!,4/13/2024,Adarsh,"Bloomsbury's, Kakkanad",,
1004,4,Crowded but food quality is really good.,11/29/2024,Rohit,"Kashi Art Café, Fort Kochi",,
1005,2,Loved the desserts here! Coffee was perfect.,3/25/2024,Sandeep,"Kashi Art Café, Fort Kochi",,
1006,3,One of the best cafés in Kochi. Highly recommended!,12/14/2024,Merin,"ChaiCofi, Kochi",,
1007,1,Great food and lovely ambience. Service was quick.,2/15/2024,Sneha,"Bloomsbury's, Kakkanad",,
1008,1,Not worth the hype. Staff seemed uninterested.,11/19/2024,Manu,"Kashi Art Café, Fort Kochi",,
1009,1,One of the best cafés in Kochi. Highly recommended!,1/18/2024,Anjana,"Bloomsbury's, Kakkanad",,
1010,3,One of the best cafés in Kochi. Highly recommended!,12/21/2024,Mariya,"ChaiCofi, Kochi",,
1011,3,One of the best cafés in Kochi. Highly recommended!,4/19/2024,Priya,"French Toast, Panampilly",,
1012,5,Perfect spot for brunch. Peaceful and aesthetic.,9/26/2024,Adarsh,"Bloomsbury's, Kakkanad",,
1013,3,Loved the desserts here! Coffee was perfect.,1/2/2024,Sneha,"Kashi Art Café, Fort Kochi",,
1014,5,Loved the desserts here! Coffee was perfect.,12/4/2024,Ritu,"ChaiCofi, Kochi",,
1015,3,One of the best cafés in Kochi. Highly recommended!,2/19/2025,Anu,"ChaiCofi, Kochi",,
1016,3,One of the best cafés in Kochi. Highly recommended!,4/21/2024,Gokul,"French Toast, Panampilly",,
1017,3,Crowded but food quality is really good.,6/8/2024,Fathima,"ChaiCofi, Kochi",,
1018,2,Not worth the hype. Staff seemed uninterested.,3/21/2024,Naveen,"ChaiCofi, Kochi",,
1019,5,Service was slow and the food was cold when served.,8/6/2024,Nikhil,"Kashi Art Café, Fort Kochi",,
1020,3,Service was slow and the food was cold when served.,9/27/2024,Ritu,"French Toast, Panampilly",,
1021,2,Loved the desserts here! Coffee was perfect.,4/15/2024,Harish,"Bloomsbury's, Kakkanad",,
1022,4,Small portions. Price doesn’t match quality.,11/15/2024,Joseph,"Bloomsbury's, Kakkanad",,
1023,2,Crowded but food quality is really good.,6/17/2024,Lekshmi,"French Toast, Panampilly",,
1024,2,Very average experience. Overpriced for the portion size.,2/10/2024,Deepa,"Bloomsbury's, Kakkanad",,
1025,3,Great food and lovely ambience. Service was quick.,11/7/2024,Fathima,"Bloomsbury's, Kakkanad",,
1026,5,Perfect spot for brunch. Peaceful and aesthetic.,6/23/2024,Arjun,"ChaiCofi, Kochi",,
1027,4,Crowded but food quality is really good.,8/2/2024,Deepa,"Bloomsbury's, Kakkanad",,
1028,3,Small portions. Price doesn’t match quality.,11/10/2024,Anu,"French Toast, Panampilly",,
1029,3,One of the best cafés in Kochi. Highly recommended!,9/2/2024,Gayathri,"Kashi Art Café, Fort Kochi",,
1030,2,Perfect spot for brunch. Peaceful and aesthetic.,9/24/2024,Tina,"ChaiCofi, Kochi",,
1031,4,One of the best cafés in Kochi. Highly recommended!,1/15/2024,Fathima,"Bloomsbury's, Kakkanad",,
1032,2,Not worth the hype. Staff seemed uninterested.,3/24/2025,Alina,"ChaiCofi, Kochi",,
1033,3,Small portions. Price doesn’t match quality.,3/17/2024,Sneha,"Kashi Art Café, Fort Kochi",,
1034,4,Small portions. Price doesn’t match quality.,2/18/2025,Gayathri,"Bloomsbury's, Kakkanad",,
1035,3,Very average experience. Overpriced for the portion size.,11/17/2024,Anjana,"French Toast, Panampilly",,
1036,5,Crowded but food quality is really good.,11/15/2024,Anjana,"ChaiCofi, Kochi",,
1037,4,Loved the desserts here! Coffee was perfect.,12/17/2024,Gokul,"Kashi Art Café, Fort Kochi",,
1038,5,Not worth the hype. Staff seemed uninterested.,5/28/2024,Naveen,"Kashi Art Café, Fort Kochi",,
1039,3,Service was slow and the food was cold when served.,8/30/2024,Gokul,"Kashi Art Café, Fort Kochi",,
1040,3,Not worth the hype. Staff seemed uninterested.,5/27/2024,Rahul,"Bloomsbury's, Kakkanad",,
1041,4,Small portions. Price doesn’t match quality.,7/2/2024,Gayathri,"ChaiCofi, Kochi",,
1042,4,Crowded but food quality is really good.,8/23/2024,Mariya,"Bloomsbury's, Kakkanad",,
1043,2,One of the best cafés in Kochi. Highly recommended!,3/1/2024,Gokul,"ChaiCofi, Kochi",,
1044,5,Crowded but food quality is really good.,10/6/2024,Manu,"Bloomsbury's, Kakkanad",,
1045,2,Not worth the hype. Staff seemed uninterested.,4/20/2024,Kiran,"French Toast, Panampilly",,
1046,2,Service was slow and the food was cold when served.,1/18/2025,Harish,"ChaiCofi, Kochi",,
1047,4,Crowded but food quality is really good.,3/11/2024,Rohit,"French Toast, Panampilly",,
1048,1,Great food and lovely ambience. Service was quick.,1/22/2024,Mariya,"French Toast, Panampilly",,
1049,1,Perfect spot for brunch. Peaceful and aesthetic.,11/11/2024,Adarsh,"Kashi Art Café, Fort Kochi",,
1050,2,Amazing place to chill. Strong coffee and good music.,6/21/2024,Vishnu,"Kashi Art Café, Fort Kochi",,
1051,2,Amazing place to chill. Strong coffee and good music.,1/26/2024,Vishnu,"Bloomsbury's, Kakkanad",,
1052,5,Crowded but food quality is really good.,2/3/2025,Rahul,"French Toast, Panampilly",,
1053,3,Loved the desserts here! Coffee was perfect.,2/25/2024,Akshay,"Kashi Art Café, Fort Kochi",,
1054,4,Small portions. Price doesn’t match quality.,2/27/2025,Nikhil,"Kashi Art Café, Fort Kochi",,
1055,5,Crowded but food quality is really good.,8/11/2024,Fathima,"ChaiCofi, Kochi",,
1056,1,Crowded but food quality is really good.,8/19/2024,Rahul,"Bloomsbury's, Kakkanad",,
1057,3,Very average experience. Overpriced for the portion size.,2/3/2025,Sneha,"ChaiCofi, Kochi",,
1058,2,Perfect spot for brunch. Peaceful and aesthetic.,2/12/2025,Harish,"ChaiCofi, Kochi",,
1059,1,Small portions. Price doesn’t match quality.,1/4/2024,Adarsh,"French Toast, Panampilly",,
1060,2,Not worth the hype. Staff seemed uninterested.,12/15/2024,Adarsh,"Kashi Art Café, Fort Kochi",,
1061,3,Loved the desserts here! Coffee was perfect.,10/16/2024,Sandeep,"Kashi Art Café, Fort Kochi",,
1062,2,Great food and lovely ambience. Service was quick.,5/17/2024,Ritu,"ChaiCofi, Kochi",,
1063,3,Not worth the hype. Staff seemed uninterested.,11/27/2024,Ramesh,"Kashi Art Café, Fort Kochi",,
1064,5,Amazing place to chill. Strong coffee and good music.,3/8/2024,Adarsh,"Bloomsbury's, Kakkanad",,
1065,3,Loved the desserts here! Coffee was perfect.,11/27/2024,Anjana,"French Toast, Panampilly",,
1066,1,Great food and lovely ambience. Service was quick.,10/13/2024,Joseph,"Kashi Art Café, Fort Kochi",,
1067,2,Amazing place to chill. Strong coffee and good music.,4/26/2024,Gokul,"Bloomsbury's, Kakkanad",,
1068,1,Great food and lovely ambience. Service was quick.,1/25/2024,Rahul,"Bloomsbury's, Kakkanad",,
1069,3,Perfect spot for brunch. Peaceful and aesthetic.,10/15/2024,Alina,"French Toast, Panampilly",,
1070,2,Service was slow and the food was cold when served.,6/27/2024,Gayathri,"ChaiCofi, Kochi",,
1071,1,Perfect spot for brunch. Peaceful and aesthetic.,1/27/2024,Fathima,"French Toast, Panampilly",,
1072,4,Crowded but food quality is really good.,10/10/2024,Merin,"Kashi Art Café, Fort Kochi",,
1073,3,One of the best cafés in Kochi. Highly recommended!,12/28/2024,Adarsh,"ChaiCofi, Kochi",,
1074,1,Amazing place to chill. Strong coffee and good music.,1/27/2024,Akshay,"French Toast, Panampilly",,
1075,4,Great food and lovely ambience. Service was quick.,9/4/2024,Deepa,"Bloomsbury's, Kakkanad",,
1076,2,Small portions. Price doesn’t match quality.,7/8/2024,Priya,"French Toast, Panampilly",,
1077,2,One of the best cafés in Kochi. Highly recommended!,3/26/2025,Rohit,"ChaiCofi, Kochi",,
1078,5,Crowded but food quality is really good.,9/6/2024,Deepa,"ChaiCofi, Kochi",,
1079,2,Very average experience. Overpriced for the portion size.,8/26/2024,Gokul,"Kashi Art Café, Fort Kochi",,
1080,1,One of the best cafés in Kochi. Highly recommended!,12/14/2024,Alina,"French Toast, Panampilly",,
1081,5,Very average experience. Overpriced for the portion size.,7/16/2024,Ramesh,"ChaiCofi, Kochi",,
1082,1,Service was slow and the food was cold when served.,8/26/2024,Joel,"Bloomsbury's, Kakkanad",,
1083,2,Service was slow and the food was cold when served.,1/30/2024,Lekshmi,"Bloomsbury's, Kakkanad",,
1084,4,Crowded but food quality is really good.,3/11/2025,Joel,"French Toast, Panampilly",,
1085,4,Small portions. Price doesn’t match quality.,7/12/2024,Anu,"Kashi Art Café, Fort Kochi",,
1086,4,Great food and lovely ambience. Service was quick.,12/4/2024,Joseph,"Kashi Art Café, Fort Kochi",,
1087,4,Very average experience. Overpriced for the portion size.,1/3/2024,Naveen,"French Toast, Panampilly",,
1088,5,Great food and lovely ambience. Service was quick.,9/24/2024,Sandeep,"Kashi Art Café, Fort Kochi",,
1089,1,Loved the desserts here! Coffee was perfect.,10/9/2024,Adarsh,"Kashi Art Café, Fort Kochi",,
1090,3,Crowded but food quality is really good.,9/28/2024,Nikhil,"French Toast, Panampilly",,
1091,3,Service was slow and the food was cold when served.,7/6/2024,Ritu,"Kashi Art Café, Fort Kochi",,
1092,2,Amazing place to chill. Strong coffee and good music.,5/15/2024,Merin,"ChaiCofi, Kochi",,
1093,3,Amazing place to chill. Strong coffee and good music.,1/18/2024,Sandeep,"Bloomsbury's, Kakkanad",,
1094,3,Perfect spot for brunch. Peaceful and aesthetic.,7/7/2024,Akshay,"Bloomsbury's, Kakkanad",,
1095,3,One of the best cafés in Kochi. Highly recommended!,10/15/2024,Vishnu,"ChaiCofi, Kochi",,
1096,1,Great food and lovely ambience. Service was quick.,2/5/2025,Arjun,"ChaiCofi, Kochi",,
1097,3,Very average experience. Overpriced for the portion size.,3/10/2025,Anu,"Kashi Art Café, Fort Kochi",,
1098,2,Amazing place to chill. Strong coffee and good music.,1/27/2024,Kiran,"Bloomsbury's, Kakkanad",,
